r.squared,adj.r.squared,sigma,statistic,p.value,df,logLik,AIC,BIC,deviance,df.residual,nobs
0.6493004312623595,0.6487782743516781,461162.4149856348,1243.4967688449508,0,11,-107001.28149429586,214028.56298859173,214118.38304722123,1571211670889888.3,7388,7400
