RegionID,SizeRank,RegionName,RegionType,StateName,Date,ZHVI
11,28,Connecticut,state,,2006-02-28,303231.4124333725
55,30,Utah,state,,2006-02-28,194109.0990616962
19,31,Iowa,state,,2006-02-28,117800.60487698526
42,32,Nevada,state,,2006-02-28,330576.7312901576
6,33,Arkansas,state,,2006-02-28,121112.51971174488
34,34,Mississippi,state,,2006-02-28,114741.14063744836
23,35,Kansas,state,,2006-02-28,113808.46180081482
41,36,New Mexico,state,,2006-02-28,168013.49966315698
38,37,Nebraska,state,,2006-02-28,130339.6647631221
20,38,Idaho,state,,2006-02-28,180920.6836303569
61,39,West Virginia,state,,2006-02-28,100250.3006425614
18,40,Hawaii,state,,2006-02-28,448801.07398475776
39,41,New Hampshire,state,,2006-02-28,260638.01471293965
28,42,Maine,state,,2006-02-28,203425.70105965144
50,43,Rhode Island,state,,2006-02-28,298950.2951688773
35,44,Montana,state,,2006-02-28,172062.38298277187
13,45,Delaware,state,,2006-02-28,261716.3774490093
52,46,South Dakota,state,,2006-02-28,136600.87564396448
37,47,North Dakota,state,,2006-02-28,
3,48,Alaska,state,,2006-02-28,224138.33104306852
12,49,District of Columbia,state,,2006-02-28,386399.24702200457
58,50,Vermont,state,,2006-02-28,202284.8209261729
62,51,Wyoming,state,,2006-02-28,177582.7146134861
9,0,California,state,,2006-03-31,477258.5668949796
54,1,Texas,state,,2006-03-31,136289.67888879476
14,2,Florida,state,,2006-03-31,243453.0723418236
43,3,New York,state,,2006-03-31,276789.1660755704
47,4,Pennsylvania,state,,2006-03-31,160183.96290146952
21,5,Illinois,state,,2006-03-31,204404.2620177804
44,6,Ohio,state,,2006-03-31,130350.79871462804
16,7,Georgia,state,,2006-03-31,165637.0649883482
36,8,North Carolina,state,,2006-03-31,158307.72109541358
30,9,Michigan,state,,2006-03-31,149521.40634336544
40,10,New Jersey,state,,2006-03-31,362342.3170942153
56,11,Virginia,state,,2006-03-31,261614.94728254128
59,12,Washington,state,,2006-03-31,287341.0125562495
8,13,Arizona,state,,2006-03-31,277501.8968588736
26,14,Massachusetts,state,,2006-03-31,373840.2251260962
53,15,Tennessee,state,,2006-03-31,141876.74517807612
22,16,Indiana,state,,2006-03-31,115825.4740297884
27,17,Maryland,state,,2006-03-31,325836.3580206013
32,18,Missouri,state,,2006-03-31,138042.89572661917
60,19,Wisconsin,state,,2006-03-31,176028.62689989843
10,20,Colorado,state,,2006-03-31,237802.74930068955
31,21,Minnesota,state,,2006-03-31,212648.3263947944
51,22,South Carolina,state,,2006-03-31,154483.50828494717
4,23,Alabama,state,,2006-03-31,127602.23260178287
25,24,Louisiana,state,,2006-03-31,151539.3095573327
24,25,Kentucky,state,,2006-03-31,111781.46605592324
46,26,Oregon,state,,2006-03-31,245028.40145789544
45,27,Oklahoma,state,,2006-03-31,106111.39135679451
11,28,Connecticut,state,,2006-03-31,304552.74062051746
55,30,Utah,state,,2006-03-31,195620.4009093796
19,31,Iowa,state,,2006-03-31,118003.58921584144
42,32,Nevada,state,,2006-03-31,332267.82456315804
6,33,Arkansas,state,,2006-03-31,121719.0156202067
34,34,Mississippi,state,,2006-03-31,115578.47250924056
23,35,Kansas,state,,2006-03-31,114148.74833818169
41,36,New Mexico,state,,2006-03-31,169727.9646313725
38,37,Nebraska,state,,2006-03-31,130801.20398600046
20,38,Idaho,state,,2006-03-31,182872.9951001158
61,39,West Virginia,state,,2006-03-31,100349.88594720956
18,40,Hawaii,state,,2006-03-31,454781.6402591378
39,41,New Hampshire,state,,2006-03-31,260649.42380984468
28,42,Maine,state,,2006-03-31,203756.72815849536
50,43,Rhode Island,state,,2006-03-31,300074.3576463144
35,44,Montana,state,,2006-03-31,173188.56882772173
13,45,Delaware,state,,2006-03-31,264230.26332602045
52,46,South Dakota,state,,2006-03-31,137053.90747756595
37,47,North Dakota,state,,2006-03-31,
3,48,Alaska,state,,2006-03-31,224671.4315275144
12,49,District of Columbia,state,,2006-03-31,389760.66981101903
58,50,Vermont,state,,2006-03-31,203864.16182761264
62,51,Wyoming,state,,2006-03-31,178763.70114704323
9,0,California,state,,2006-04-30,479976.3178555954
54,1,Texas,state,,2006-04-30,136705.9988028996
14,2,Florida,state,,2006-04-30,247460.5071845301
43,3,New York,state,,2006-04-30,278183.1189964069
47,4,Pennsylvania,state,,2006-04-30,161138.69550538622
21,5,Illinois,state,,2006-04-30,205439.5054587016
44,6,Ohio,state,,2006-04-30,130522.12307308208
16,7,Georgia,state,,2006-04-30,166163.97890603935
36,8,North Carolina,state,,2006-04-30,159121.2895620378
30,9,Michigan,state,,2006-04-30,149504.40147177284
40,10,New Jersey,state,,2006-04-30,365299.4953297251
56,11,Virginia,state,,2006-04-30,263630.3445605794
59,12,Washington,state,,2006-04-30,291300.0195881364
8,13,Arizona,state,,2006-04-30,282203.68852472474
26,14,Massachusetts,state,,2006-04-30,373528.013147979
53,15,Tennessee,state,,2006-04-30,142695.68813197617
22,16,Indiana,state,,2006-04-30,115810.37682061638
27,17,Maryland,state,,2006-04-30,329502.78438082413
32,18,Missouri,state,,2006-04-30,138399.74884279244
60,19,Wisconsin,state,,2006-04-30,176433.9876821458
10,20,Colorado,state,,2006-04-30,238077.34437392183
31,21,Minnesota,state,,2006-04-30,213015.37277953548
51,22,South Carolina,state,,2006-04-30,155650.32708287958
4,23,Alabama,state,,2006-04-30,128651.64970509573
25,24,Louisiana,state,,2006-04-30,152935.74188342766
24,25,Kentucky,state,,2006-04-30,112074.8693167306
46,26,Oregon,state,,2006-04-30,248382.80680504872
45,27,Oklahoma,state,,2006-04-30,106625.53464202654
11,28,Connecticut,state,,2006-04-30,306085.1898399772
55,30,Utah,state,,2006-04-30,197516.2798976876
19,31,Iowa,state,,2006-04-30,118216.5810170127
42,32,Nevada,state,,2006-04-30,334599.6450085421
6,33,Arkansas,state,,2006-04-30,122346.98254104923
34,34,Mississippi,state,,2006-04-30,116611.60170211132
23,35,Kansas,state,,2006-04-30,114510.42735905854
41,36,New Mexico,state,,2006-04-30,171784.44000807253
38,37,Nebraska,state,,2006-04-30,131234.44826228986
20,38,Idaho,state,,2006-04-30,185571.2418877373
61,39,West Virginia,state,,2006-04-30,100262.8503853057
18,40,Hawaii,state,,2006-04-30,460460.0947826107
39,41,New Hampshire,state,,2006-04-30,260909.4868050208
28,42,Maine,state,,2006-04-30,203669.2641661656
50,43,Rhode Island,state,,2006-04-30,301882.19025601255
35,44,Montana,state,,2006-04-30,174662.55824782033
13,45,Delaware,state,,2006-04-30,266665.9001913914
52,46,South Dakota,state,,2006-04-30,137294.79297249464
37,47,North Dakota,state,,2006-04-30,
3,48,Alaska,state,,2006-04-30,225213.1431723124
12,49,District of Columbia,state,,2006-04-30,392757.67798832274
58,50,Vermont,state,,2006-04-30,205296.37153645605
62,51,Wyoming,state,,2006-04-30,180073.29286238353
9,0,California,state,,2006-05-31,482676.9282936028
54,1,Texas,state,,2006-05-31,137275.4932022751
14,2,Florida,state,,2006-05-31,251303.6664899984
43,3,New York,state,,2006-05-31,279499.83342224784
47,4,Pennsylvania,state,,2006-05-31,162207.0698025844
21,5,Illinois,state,,2006-05-31,206487.65369472
44,6,Ohio,state,,2006-05-31,130697.11297305442
16,7,Georgia,state,,2006-05-31,166666.1480699368
36,8,North Carolina,state,,2006-05-31,160005.2146853636
30,9,Michigan,state,,2006-05-31,149370.1547612058
40,10,New Jersey,state,,2006-05-31,368102.2331682861
56,11,Virginia,state,,2006-05-31,265103.74094639294
59,12,Washington,state,,2006-05-31,295295.8860179807
8,13,Arizona,state,,2006-05-31,285315.400638821
26,14,Massachusetts,state,,2006-05-31,373288.7693337132
53,15,Tennessee,state,,2006-05-31,143512.8850080047
22,16,Indiana,state,,2006-05-31,115932.02054427267
27,17,Maryland,state,,2006-05-31,333223.8840989829
32,18,Missouri,state,,2006-05-31,138743.51691065083
60,19,Wisconsin,state,,2006-05-31,176769.64582602945
10,20,Colorado,state,,2006-05-31,238603.6928996333
31,21,Minnesota,state,,2006-05-31,213270.4908550037
51,22,South Carolina,state,,2006-05-31,156776.95393603132
4,23,Alabama,state,,2006-05-31,129689.61648595228
25,24,Louisiana,state,,2006-05-31,154015.70235269846
24,25,Kentucky,state,,2006-05-31,112342.88188606082
46,26,Oregon,state,,2006-05-31,252143.72973291413
45,27,Oklahoma,state,,2006-05-31,107072.90310779084
11,28,Connecticut,state,,2006-05-31,308047.2546238361
55,30,Utah,state,,2006-05-31,199567.5274310232
19,31,Iowa,state,,2006-05-31,118444.55112451685
42,32,Nevada,state,,2006-05-31,337238.5202949127
6,33,Arkansas,state,,2006-05-31,122944.75368084744
34,34,Mississippi,state,,2006-05-31,117427.06023151478
23,35,Kansas,state,,2006-05-31,114834.3728877835
41,36,New Mexico,state,,2006-05-31,173857.7179289226
38,37,Nebraska,state,,2006-05-31,131665.10413141825
20,38,Idaho,state,,2006-05-31,188431.4136267896
61,39,West Virginia,state,,2006-05-31,100507.07819829958
18,40,Hawaii,state,,2006-05-31,464037.6592365406
39,41,New Hampshire,state,,2006-05-31,261418.0554163359
28,42,Maine,state,,2006-05-31,203680.4821713684
50,43,Rhode Island,state,,2006-05-31,302984.86606202903
35,44,Montana,state,,2006-05-31,176080.65850219445
13,45,Delaware,state,,2006-05-31,268875.1108350072
52,46,South Dakota,state,,2006-05-31,137618.16185159344
37,47,North Dakota,state,,2006-05-31,
3,48,Alaska,state,,2006-05-31,226442.55230981903
12,49,District of Columbia,state,,2006-05-31,395222.0366190925
58,50,Vermont,state,,2006-05-31,206751.67600516285
62,51,Wyoming,state,,2006-05-31,181770.449156908
9,0,California,state,,2006-06-30,484544.81831185776
54,1,Texas,state,,2006-06-30,137906.76644107408
14,2,Florida,state,,2006-06-30,254521.2724197165
43,3,New York,state,,2006-06-30,280859.74107381667
47,4,Pennsylvania,state,,2006-06-30,163376.95530249257
21,5,Illinois,state,,2006-06-30,207246.07904833616
44,6,Ohio,state,,2006-06-30,130854.0757185575
16,7,Georgia,state,,2006-06-30,167211.4777125649
36,8,North Carolina,state,,2006-06-30,160887.10928166463
30,9,Michigan,state,,2006-06-30,149147.2584792782
40,10,New Jersey,state,,2006-06-30,370533.13093845866
56,11,Virginia,state,,2006-06-30,266127.9040922976
59,12,Washington,state,,2006-06-30,299066.86288901424
8,13,Arizona,state,,2006-06-30,287034.79778929375
26,14,Massachusetts,state,,2006-06-30,372713.21669960674
53,15,Tennessee,state,,2006-06-30,144352.73362134444
22,16,Indiana,state,,2006-06-30,116323.5391911824
27,17,Maryland,state,,2006-06-30,336434.94401162263
32,18,Missouri,state,,2006-06-30,139096.5388043871
60,19,Wisconsin,state,,2006-06-30,177039.3100304835
10,20,Colorado,state,,2006-06-30,239086.156834278
31,21,Minnesota,state,,2006-06-30,213539.72925810717
51,22,South Carolina,state,,2006-06-30,158023.93177990196
4,23,Alabama,state,,2006-06-30,130683.71464064276
25,24,Louisiana,state,,2006-06-30,154937.70277232278
24,25,Kentucky,state,,2006-06-30,112581.06526020546
46,26,Oregon,state,,2006-06-30,256245.142750358
45,27,Oklahoma,state,,2006-06-30,107479.04266793055
11,28,Connecticut,state,,2006-06-30,309212.40112079645
55,30,Utah,state,,2006-06-30,202160.60635535992
19,31,Iowa,state,,2006-06-30,118687.52162680154
42,32,Nevada,state,,2006-06-30,338431.9409127904
6,33,Arkansas,state,,2006-06-30,123523.71056618876
34,34,Mississippi,state,,2006-06-30,118229.17728176469
23,35,Kansas,state,,2006-06-30,115145.99716032896
41,36,New Mexico,state,,2006-06-30,176038.17531542815
38,37,Nebraska,state,,2006-06-30,131965.22404955167
20,38,Idaho,state,,2006-06-30,191972.2350961576
61,39,West Virginia,state,,2006-06-30,100877.98207491895
18,40,Hawaii,state,,2006-06-30,467069.1483714347
39,41,New Hampshire,state,,2006-06-30,261813.46798202008
28,42,Maine,state,,2006-06-30,203531.8345474248
50,43,Rhode Island,state,,2006-06-30,303383.7101020024
35,44,Montana,state,,2006-06-30,177521.13088940005
13,45,Delaware,state,,2006-06-30,270653.8867082498
52,46,South Dakota,state,,2006-06-30,138064.14340338713
37,47,North Dakota,state,,2006-06-30,
3,48,Alaska,state,,2006-06-30,227879.49010676064
12,49,District of Columbia,state,,2006-06-30,396431.0106525125
58,50,Vermont,state,,2006-06-30,207993.6558638727
62,51,Wyoming,state,,2006-06-30,183670.1948520887
9,0,California,state,,2006-07-31,485238.417734944
54,1,Texas,state,,2006-07-31,138536.28162420788
14,2,Florida,state,,2006-07-31,256729.2369940727
43,3,New York,state,,2006-07-31,282132.6197750625
47,4,Pennsylvania,state,,2006-07-31,164459.94224525095
21,5,Illinois,state,,2006-07-31,207823.682647474
44,6,Ohio,state,,2006-07-31,130994.37649507677
16,7,Georgia,state,,2006-07-31,167785.9241244366
36,8,North Carolina,state,,2006-07-31,161786.32773664917
30,9,Michigan,state,,2006-07-31,148890.28222458024
40,10,New Jersey,state,,2006-07-31,372136.8919593647
56,11,Virginia,state,,2006-07-31,267018.3221407668
59,12,Washington,state,,2006-07-31,302545.23318573326
8,13,Arizona,state,,2006-07-31,287377.70035314834
26,14,Massachusetts,state,,2006-07-31,371109.6296746361
53,15,Tennessee,state,,2006-07-31,145199.3906818037
22,16,Indiana,state,,2006-07-31,116784.55718960227
27,17,Maryland,state,,2006-07-31,339335.165648582
32,18,Missouri,state,,2006-07-31,139458.1015142427
60,19,Wisconsin,state,,2006-07-31,177208.9655000853
10,20,Colorado,state,,2006-07-31,239378.6260948301
31,21,Minnesota,state,,2006-07-31,213568.02493993423
51,22,South Carolina,state,,2006-07-31,159311.01031822307
4,23,Alabama,state,,2006-07-31,131608.37897474752
25,24,Louisiana,state,,2006-07-31,155700.4269805459
24,25,Kentucky,state,,2006-07-31,112789.82706447697
46,26,Oregon,state,,2006-07-31,260069.82802988333
45,27,Oklahoma,state,,2006-07-31,107882.30629595264
11,28,Connecticut,state,,2006-07-31,310022.69147917937
55,30,Utah,state,,2006-07-31,205363.39431201812
19,31,Iowa,state,,2006-07-31,118981.2858696888
42,32,Nevada,state,,2006-07-31,338770.7315813317
6,33,Arkansas,state,,2006-07-31,124071.56302908674
34,34,Mississippi,state,,2006-07-31,118795.091685415
23,35,Kansas,state,,2006-07-31,115468.96728028989
41,36,New Mexico,state,,2006-07-31,177944.75368366778
38,37,Nebraska,state,,2006-07-31,132220.34504426233
20,38,Idaho,state,,2006-07-31,194609.70846110495
61,39,West Virginia,state,,2006-07-31,101245.04814483233
18,40,Hawaii,state,,2006-07-31,469345.909398609
39,41,New Hampshire,state,,2006-07-31,261582.95606831493
28,42,Maine,state,,2006-07-31,203326.4359411175
50,43,Rhode Island,state,,2006-07-31,302771.4607788036
35,44,Montana,state,,2006-07-31,178903.96324728787
13,45,Delaware,state,,2006-07-31,272284.71232818445
52,46,South Dakota,state,,2006-07-31,138654.25792122103
37,47,North Dakota,state,,2006-07-31,
3,48,Alaska,state,,2006-07-31,229495.1197671365
12,49,District of Columbia,state,,2006-07-31,396259.1125934377
58,50,Vermont,state,,2006-07-31,209199.15350352484
62,51,Wyoming,state,,2006-07-31,185682.42590895225
9,0,California,state,,2006-08-31,485244.5463593613
54,1,Texas,state,,2006-08-31,139095.42598005035
14,2,Florida,state,,2006-08-31,258178.6224564271
43,3,New York,state,,2006-08-31,283271.38352935115
47,4,Pennsylvania,state,,2006-08-31,165336.2561504568
21,5,Illinois,state,,2006-08-31,208255.13845739045
44,6,Ohio,state,,2006-08-31,131084.92532159318
16,7,Georgia,state,,2006-08-31,168379.86597453014
36,8,North Carolina,state,,2006-08-31,162709.67958144637
30,9,Michigan,state,,2006-08-31,148585.8955188275
40,10,New Jersey,state,,2006-08-31,372859.0279284019
56,11,Virginia,state,,2006-08-31,267605.7931655045
59,12,Washington,state,,2006-08-31,305698.6487481919
8,13,Arizona,state,,2006-08-31,286532.3114210477
26,14,Massachusetts,state,,2006-08-31,369066.00242777047
53,15,Tennessee,state,,2006-08-31,146062.98834321674
22,16,Indiana,state,,2006-08-31,117225.16823755809
27,17,Maryland,state,,2006-08-31,341626.82113291376
32,18,Missouri,state,,2006-08-31,139782.66535502797
60,19,Wisconsin,state,,2006-08-31,177397.11361949248
10,20,Colorado,state,,2006-08-31,239644.8026121856
31,21,Minnesota,state,,2006-08-31,213439.5475584166
51,22,South Carolina,state,,2006-08-31,160479.50271561946
4,23,Alabama,state,,2006-08-31,132561.75395214057
25,24,Louisiana,state,,2006-08-31,156559.48512544844
24,25,Kentucky,state,,2006-08-31,112992.124019999
46,26,Oregon,state,,2006-08-31,263491.6797410082
45,27,Oklahoma,state,,2006-08-31,108275.58075560928
11,28,Connecticut,state,,2006-08-31,310314.2510998789
55,30,Utah,state,,2006-08-31,208924.36121579213
19,31,Iowa,state,,2006-08-31,119294.22957439844
42,32,Nevada,state,,2006-08-31,338462.9214470954
6,33,Arkansas,state,,2006-08-31,124584.9579542154
34,34,Mississippi,state,,2006-08-31,119644.42279921538
23,35,Kansas,state,,2006-08-31,115893.42720606054
41,36,New Mexico,state,,2006-08-31,179902.09777434389
38,37,Nebraska,state,,2006-08-31,132318.4910749713
20,38,Idaho,state,,2006-08-31,196896.807172928
61,39,West Virginia,state,,2006-08-31,101543.31714563147
18,40,Hawaii,state,,2006-08-31,471392.6766462412
39,41,New Hampshire,state,,2006-08-31,261319.6975337833
28,42,Maine,state,,2006-08-31,203316.09895672876
50,43,Rhode Island,state,,2006-08-31,301772.3302466567
35,44,Montana,state,,2006-08-31,180311.2859236171
13,45,Delaware,state,,2006-08-31,273740.90908643184
52,46,South Dakota,state,,2006-08-31,139034.93083046877
37,47,North Dakota,state,,2006-08-31,
3,48,Alaska,state,,2006-08-31,231344.9136897121
12,49,District of Columbia,state,,2006-08-31,395727.9524065037
58,50,Vermont,state,,2006-08-31,210406.56973059685
62,51,Wyoming,state,,2006-08-31,187223.39680335575
9,0,California,state,,2006-09-30,484204.700953945
54,1,Texas,state,,2006-09-30,139690.04357436855
14,2,Florida,state,,2006-09-30,258785.8896549542
43,3,New York,state,,2006-09-30,284007.0825131631
47,4,Pennsylvania,state,,2006-09-30,165947.1063546289
21,5,Illinois,state,,2006-09-30,208601.31642223112
44,6,Ohio,state,,2006-09-30,131116.34653055694
16,7,Georgia,state,,2006-09-30,168910.86929511087
36,8,North Carolina,state,,2006-09-30,163602.34274785093
30,9,Michigan,state,,2006-09-30,148249.9604624137
40,10,New Jersey,state,,2006-09-30,372963.6166373838
56,11,Virginia,state,,2006-09-30,267692.51917722373
59,12,Washington,state,,2006-09-30,308480.91348279506
8,13,Arizona,state,,2006-09-30,284699.1356346777
26,14,Massachusetts,state,,2006-09-30,366584.32576586073
53,15,Tennessee,state,,2006-09-30,146858.43258037049
22,16,Indiana,state,,2006-09-30,117569.55632334048
27,17,Maryland,state,,2006-09-30,343119.2861372311
32,18,Missouri,state,,2006-09-30,140117.91928438545
60,19,Wisconsin,state,,2006-09-30,177676.20107623466
10,20,Colorado,state,,2006-09-30,239703.5704232816
31,21,Minnesota,state,,2006-09-30,213058.53288062892
51,22,South Carolina,state,,2006-09-30,161477.9064781867
4,23,Alabama,state,,2006-09-30,133392.73485513558
25,24,Louisiana,state,,2006-09-30,157311.09250980456
24,25,Kentucky,state,,2006-09-30,113268.58428800548
46,26,Oregon,state,,2006-09-30,265669.6790018724
45,27,Oklahoma,state,,2006-09-30,108617.19934447338
11,28,Connecticut,state,,2006-09-30,310370.8135604305
55,30,Utah,state,,2006-09-30,212436.56496708572
19,31,Iowa,state,,2006-09-30,119597.94423810823
42,32,Nevada,state,,2006-09-30,337775.78013481083
6,33,Arkansas,state,,2006-09-30,125088.15577267396
34,34,Mississippi,state,,2006-09-30,120538.14129746809
23,35,Kansas,state,,2006-09-30,116231.71737976832
41,36,New Mexico,state,,2006-09-30,181768.73029999703
38,37,Nebraska,state,,2006-09-30,132439.70721018387
20,38,Idaho,state,,2006-09-30,198811.15680286035
61,39,West Virginia,state,,2006-09-30,101877.76627750788
18,40,Hawaii,state,,2006-09-30,473514.6845207508
39,41,New Hampshire,state,,2006-09-30,260896.30151146383
28,42,Maine,state,,2006-09-30,203591.82115852015
50,43,Rhode Island,state,,2006-09-30,300145.37205704866
35,44,Montana,state,,2006-09-30,181486.7271836152
13,45,Delaware,state,,2006-09-30,274998.3129364363
52,46,South Dakota,state,,2006-09-30,139399.29972439495
37,47,North Dakota,state,,2006-09-30,
3,48,Alaska,state,,2006-09-30,233399.64305238883
12,49,District of Columbia,state,,2006-09-30,395028.5007876384
58,50,Vermont,state,,2006-09-30,211517.60422745408
62,51,Wyoming,state,,2006-09-30,188576.1829798983
9,0,California,state,,2006-10-31,483019.7084815153
54,1,Texas,state,,2006-10-31,140424.61822893098
14,2,Florida,state,,2006-10-31,258758.4414711565
43,3,New York,state,,2006-10-31,284547.5893937642
47,4,Pennsylvania,state,,2006-10-31,166422.70862744792
21,5,Illinois,state,,2006-10-31,208876.1209136465
44,6,Ohio,state,,2006-10-31,131096.59884364778
16,7,Georgia,state,,2006-10-31,169379.30379191958
36,8,North Carolina,state,,2006-10-31,164421.43664640197
30,9,Michigan,state,,2006-10-31,147867.61132042925
40,10,New Jersey,state,,2006-10-31,372510.79465118935
56,11,Virginia,state,,2006-10-31,267399.6216876326
59,12,Washington,state,,2006-10-31,310860.5385695493
8,13,Arizona,state,,2006-10-31,283368.8577420115
26,14,Massachusetts,state,,2006-10-31,364361.59050645056
53,15,Tennessee,state,,2006-10-31,147605.5970261806
22,16,Indiana,state,,2006-10-31,117982.33440381684
27,17,Maryland,state,,2006-10-31,343591.13575247774
32,18,Missouri,state,,2006-10-31,140484.45116742744
60,19,Wisconsin,state,,2006-10-31,178014.06136789115
10,20,Colorado,state,,2006-10-31,239614.7900419028
31,21,Minnesota,state,,2006-10-31,212753.31325867304
51,22,South Carolina,state,,2006-10-31,162303.17144459483
4,23,Alabama,state,,2006-10-31,134131.4570110872
25,24,Louisiana,state,,2006-10-31,157996.72067810103
24,25,Kentucky,state,,2006-10-31,113569.27925168144
46,26,Oregon,state,,2006-10-31,267261.28199189884
45,27,Oklahoma,state,,2006-10-31,108960.54194761704
11,28,Connecticut,state,,2006-10-31,310060.0456794601
55,30,Utah,state,,2006-10-31,215620.2012613521
19,31,Iowa,state,,2006-10-31,119880.89461136976
42,32,Nevada,state,,2006-10-31,336492.3173939669
6,33,Arkansas,state,,2006-10-31,125469.46150239196
34,34,Mississippi,state,,2006-10-31,121641.324264165
23,35,Kansas,state,,2006-10-31,116582.03120698016
41,36,New Mexico,state,,2006-10-31,183580.4935490007
38,37,Nebraska,state,,2006-10-31,132595.89511612334
20,38,Idaho,state,,2006-10-31,198777.44746600147
61,39,West Virginia,state,,2006-10-31,102340.38178532216
18,40,Hawaii,state,,2006-10-31,474344.6738630401
39,41,New Hampshire,state,,2006-10-31,260150.47982612
28,42,Maine,state,,2006-10-31,204148.50170777403
50,43,Rhode Island,state,,2006-10-31,298481.32054680603
35,44,Montana,state,,2006-10-31,182620.081059997
13,45,Delaware,state,,2006-10-31,276297.96068356506
52,46,South Dakota,state,,2006-10-31,139565.48228800332
37,47,North Dakota,state,,2006-10-31,
3,48,Alaska,state,,2006-10-31,235328.6263588656
12,49,District of Columbia,state,,2006-10-31,393892.2513638094
58,50,Vermont,state,,2006-10-31,212644.6637778709
62,51,Wyoming,state,,2006-10-31,189965.02411830917
9,0,California,state,,2006-11-30,481756.2045575614
54,1,Texas,state,,2006-11-30,141128.1064501799
14,2,Florida,state,,2006-11-30,258370.64424966168
43,3,New York,state,,2006-11-30,284860.1554728427
47,4,Pennsylvania,state,,2006-11-30,166802.78914729517
21,5,Illinois,state,,2006-11-30,209120.7766557902
44,6,Ohio,state,,2006-11-30,131015.31295968645
16,7,Georgia,state,,2006-11-30,169726.42256267235
36,8,North Carolina,state,,2006-11-30,165106.09262347012
30,9,Michigan,state,,2006-11-30,147429.3330839906
40,10,New Jersey,state,,2006-11-30,371749.23800291534
56,11,Virginia,state,,2006-11-30,267048.14380067453
59,12,Washington,state,,2006-11-30,312559.3443401786
8,13,Arizona,state,,2006-11-30,281578.63534010365
26,14,Massachusetts,state,,2006-11-30,362030.41752363386
53,15,Tennessee,state,,2006-11-30,148227.22226858095
22,16,Indiana,state,,2006-11-30,118306.45737775874
27,17,Maryland,state,,2006-11-30,343673.61009860743
32,18,Missouri,state,,2006-11-30,140858.57568240483
60,19,Wisconsin,state,,2006-11-30,178286.30309083406
10,20,Colorado,state,,2006-11-30,239290.55332906413
31,21,Minnesota,state,,2006-11-30,212430.2978258241
51,22,South Carolina,state,,2006-11-30,162926.9577412488
4,23,Alabama,state,,2006-11-30,134592.10299980195
25,24,Louisiana,state,,2006-11-30,158677.58036119983
24,25,Kentucky,state,,2006-11-30,113875.17225949216
46,26,Oregon,state,,2006-11-30,268486.9002697892
45,27,Oklahoma,state,,2006-11-30,109300.8458404106
11,28,Connecticut,state,,2006-11-30,309519.6558494221
55,30,Utah,state,,2006-11-30,218583.4134102853
19,31,Iowa,state,,2006-11-30,120155.06355692916
42,32,Nevada,state,,2006-11-30,334637.22751212027
6,33,Arkansas,state,,2006-11-30,125795.55604942232
34,34,Mississippi,state,,2006-11-30,122552.86878583427
23,35,Kansas,state,,2006-11-30,116846.64189659484
41,36,New Mexico,state,,2006-11-30,185139.0829301267
38,37,Nebraska,state,,2006-11-30,132843.7005634172
20,38,Idaho,state,,2006-11-30,198966.3011590172
61,39,West Virginia,state,,2006-11-30,102629.27251469195
18,40,Hawaii,state,,2006-11-30,475384.2916365168
39,41,New Hampshire,state,,2006-11-30,259248.30191695844
28,42,Maine,state,,2006-11-30,204515.52120569057
50,43,Rhode Island,state,,2006-11-30,296631.70180892054
35,44,Montana,state,,2006-11-30,183754.79848948363
13,45,Delaware,state,,2006-11-30,276824.1307603031
52,46,South Dakota,state,,2006-11-30,139869.01075818363
37,47,North Dakota,state,,2006-11-30,
3,48,Alaska,state,,2006-11-30,236835.4024123198
12,49,District of Columbia,state,,2006-11-30,392124.6658149962
58,50,Vermont,state,,2006-11-30,213812.89370249445
62,51,Wyoming,state,,2006-11-30,191487.52274750252
9,0,California,state,,2006-12-31,480659.9760368196
54,1,Texas,state,,2006-12-31,141825.94868924006
14,2,Florida,state,,2006-12-31,257595.00031774677
43,3,New York,state,,2006-12-31,285192.34989443544
47,4,Pennsylvania,state,,2006-12-31,167123.5181183
21,5,Illinois,state,,2006-12-31,209451.79337509643
44,6,Ohio,state,,2006-12-31,130881.40265566204
16,7,Georgia,state,,2006-12-31,170106.55527165454
36,8,North Carolina,state,,2006-12-31,165720.7940959014
30,9,Michigan,state,,2006-12-31,146896.59478891094
40,10,New Jersey,state,,2006-12-31,370556.58853398473
56,11,Virginia,state,,2006-12-31,266821.4868497511
59,12,Washington,state,,2006-12-31,313758.7040284791
8,13,Arizona,state,,2006-12-31,279759.04992017586
26,14,Massachusetts,state,,2006-12-31,359984.7309488182
53,15,Tennessee,state,,2006-12-31,148763.47990557973
22,16,Indiana,state,,2006-12-31,118602.90501146526
27,17,Maryland,state,,2006-12-31,343445.53578372893
32,18,Missouri,state,,2006-12-31,141163.11859149722
60,19,Wisconsin,state,,2006-12-31,178462.17271163713
10,20,Colorado,state,,2006-12-31,239156.23001312892
31,21,Minnesota,state,,2006-12-31,212308.96766241343
51,22,South Carolina,state,,2006-12-31,163427.91032733806
4,23,Alabama,state,,2006-12-31,134941.53280533777
25,24,Louisiana,state,,2006-12-31,159307.27794914672
24,25,Kentucky,state,,2006-12-31,114088.53047250638
46,26,Oregon,state,,2006-12-31,269701.9846144172
45,27,Oklahoma,state,,2006-12-31,109638.47834504234
11,28,Connecticut,state,,2006-12-31,308978.68112169
55,30,Utah,state,,2006-12-31,221262.30799889492
